image1,image2,label
2_augmented/20666_001_32_1.jpg,2/20666_001_32_1.jpg,0
2/12247_001_151_0.jpg,2/21769_001_37_1.jpg,0
2_augmented/12781_001_153_1.jpg,2/12781_001_153_1.jpg,0
2/30418_001_72_1.jpg,2/30483_001_72_1.jpg,1
2/22930_001_42_0.jpg,2/23010_001_42_0.jpg,1
2_augmented/5726_001_124_0.jpg,2/5726_001_124_0.jpg,0
2/30814_001_74_0.jpg,2/30779_001_74_0.jpg,1
2/14249_001_15_0.jpg,2/17018_001_18_0.jpg,1
2_augmented/4233_001_118_0.jpg,2/4233_001_118_0.jpg,0
2_augmented/3254_001_113_1.jpg,2/3254_001_113_1.jpg,0
2_augmented/21593_001_36_1.jpg,2/21593_001_36_1.jpg,0
2/1983_001_108_1.jpg,2/25820_001_54_0.jpg,0
2/2371_001_10_1.jpg,2/28809_001_66_0.jpg,1
2_augmented/2734_001_111_0.jpg,2/2734_001_111_0.jpg,0
2_augmented/1822_001_108_0.jpg,2/1822_001_108_0.jpg,0
2_augmented/26032_001_55_0.jpg,2/26032_001_55_0.jpg,0
2/20526_001_32_0.jpg,2/3038_001_112_1.jpg,0
2_augmented/13239_001_155_1.jpg,2/13239_001_155_1.jpg,0
2/26927_001_59_0.jpg,2/8227_001_135_0.jpg,0
2/19514_001_28_1.jpg,2/9166_001_139_1.jpg,1
2/32147_001_7_0.jpg,2/5349_001_122_1.jpg,1
2/2784_001_111_0.jpg,2/13979_001_159_0.jpg,1
2/25574_001_53_0.jpg,2/26949_001_59_0.jpg,1
2/18709_001_24_1.jpg,2/31796_001_78_1.jpg,1
2_augmented/16924_001_17_1.jpg,2/16924_001_17_1.jpg,0
2/2743_001_111_0.jpg,2/27704_001_61_1.jpg,1
2/24136_001_47_0.jpg,2/31149_001_75_1.jpg,1
2/12733_001_153_1.jpg,2/17187_001_18_1.jpg,0
2/10173_001_143_0.jpg,2/18804_001_25_0.jpg,0
2/33616_001_85_1.jpg,2/33566_001_85_1.jpg,1
2_augmented/27394_001_60_0.jpg,2/27394_001_60_0.jpg,0
2/26891_001_58_1.jpg,2/26984_001_59_0.jpg,1
2/14548_001_161_0.jpg,2/3706_001_115_1.jpg,1
2/22247_001_39_1.jpg,2/22239_001_39_1.jpg,1
2/9846_001_141_1.jpg,2/9903_001_141_1.jpg,1
2/9958_001_142_0.jpg,2/17361_001_19_1.jpg,1
2/26594_001_57_1.jpg,2/897_001_103_1.jpg,1
2_augmented/17175_001_18_1.jpg,2/17175_001_18_1.jpg,0
2/8773_001_137_1.jpg,2/24563_001_49_0.jpg,1
2_augmented/19926_001_2_0.jpg,2/19926_001_2_0.jpg,0
2_augmented/31133_001_75_1.jpg,2/31133_001_75_1.jpg,0
2/5730_001_124_0.jpg,2/21545_001_36_1.jpg,1
2_augmented/11354_001_148_1.jpg,2/11354_001_148_1.jpg,0
2/26309_001_56_0.jpg,2/26298_001_56_0.jpg,1
2/20634_001_32_1.jpg,2/653_001_102_1.jpg,1
2/13965_001_159_0.jpg,2/34660_001_8_1.jpg,1
2_augmented/15110_001_163_1.jpg,2/15110_001_163_1.jpg,0
2/33974_001_87_1.jpg,2/35995_001_96_1.jpg,1
2/5013_001_121_0.jpg,2/8355_001_135_1.jpg,0
2_augmented/2556_001_110_0.jpg,2/2556_001_110_0.jpg,0
2/10154_001_142_1.jpg,2/10135_001_142_1.jpg,1
2/15384_001_165_0.jpg,2/35927_001_96_0.jpg,1
2/6641_001_128_1.jpg,2/32987_001_83_0.jpg,0
2/20744_001_33_0.jpg,2/23158_001_43_0.jpg,0
2/17949_001_21_1.jpg,2/33972_001_87_1.jpg,1
2/3471_001_114_1.jpg,2/7433_001_131_0.jpg,1
2/13763_001_158_0.jpg,2/19099_001_26_1.jpg,1
2/766_001_103_0.jpg,2/22948_001_42_0.jpg,1
2_augmented/28570_001_65_0.jpg,2/28570_001_65_0.jpg,0
2/36241_001_97_1.jpg,2/36179_001_97_1.jpg,1
2_augmented/1224_001_105_0.jpg,2/1224_001_105_0.jpg,0
2/2899_001_111_1.jpg,2/23892_001_46_0.jpg,1
2_augmented/16850_001_17_0.jpg,2/16850_001_17_0.jpg,0
2_augmented/7598_001_132_0.jpg,2/7598_001_132_0.jpg,0
2/35565_001_94_1.jpg,2/35610_001_94_1.jpg,1
2_augmented/15637_001_166_1.jpg,2/15637_001_166_1.jpg,0
2/29735_001_6_1.jpg,2/548_001_102_0.jpg,1
2/27786_001_62_0.jpg,2/29317_001_68_1.jpg,0
2_augmented/1491_001_106_1.jpg,2/1491_001_106_1.jpg,0
2/13525_001_157_0.jpg,2/33490_001_85_0.jpg,0
2/10978_001_146_1.jpg,2/30705_001_73_1.jpg,1
2/11414_001_148_1.jpg,2/11639_001_149_1.jpg,1
2_augmented/24602_001_49_0.jpg,2/24602_001_49_0.jpg,0
2/27274_001_5_1.jpg,2/5550_001_123_1.jpg,1
2_augmented/4561_001_119_1.jpg,2/4561_001_119_1.jpg,0
2/1994_001_108_1.jpg,2/19893_001_2_0.jpg,0
2_augmented/9531_001_140_0.jpg,2/9531_001_140_0.jpg,0
2_augmented/19618_001_28_1.jpg,2/19618_001_28_1.jpg,0
2/27035_001_59_1.jpg,2/27044_001_59_1.jpg,1
2/10132_001_142_1.jpg,2/16054_001_168_1.jpg,0
2_augmented/30172_001_71_1.jpg,2/30172_001_71_1.jpg,0
2/19824_001_29_1.jpg,2/21650_001_37_0.jpg,0
2_augmented/6307_001_127_0.jpg,2/6307_001_127_0.jpg,0
2/9029_001_139_0.jpg,2/34622_001_8_0.jpg,1
2/22606_001_40_1.jpg,2/22632_001_40_1.jpg,1
2/6499_001_127_1.jpg,2/6490_001_127_1.jpg,1
2_augmented/19343_001_27_1.jpg,2/19343_001_27_1.jpg,0
2/1465_001_106_0.jpg,2/1450_001_106_0.jpg,1
2_augmented/31924_001_79_0.jpg,2/31924_001_79_0.jpg,0
2/34831_001_90_0.jpg,2/34767_001_90_0.jpg,1
2/4588_001_119_1.jpg,2/12474_001_152_0.jpg,0
2/13342_001_156_0.jpg,2/25315_001_51_1.jpg,1
2/11352_001_148_1.jpg,2/27009_001_59_0.jpg,1
2/6175_001_126_1.jpg,2/25835_001_54_0.jpg,0
2_augmented/36651_001_99_1.jpg,2/36651_001_99_1.jpg,0
2/4115_001_117_1.jpg,2/31941_001_79_0.jpg,0
2_augmented/21824_001_37_1.jpg,2/21824_001_37_1.jpg,0
2/4878_001_120_0.jpg,2/28989_001_67_0.jpg,0
2/18113_001_22_0.jpg,2/18153_001_22_0.jpg,1
2/10581_001_144_1.jpg,2/10515_001_144_1.jpg,1
2/19235_001_27_0.jpg,2/19423_001_28_0.jpg,1
2_augmented/10993_001_146_1.jpg,2/10993_001_146_1.jpg,0
2/25930_001_54_1.jpg,2/36589_001_99_1.jpg,0
2_augmented/11781_001_14_1.jpg,2/11781_001_14_1.jpg,0
2/1833_001_108_0.jpg,2/5957_001_125_0.jpg,1
2_augmented/13218_001_155_1.jpg,2/13218_001_155_1.jpg,0
2/7343_001_130_1.jpg,2/33250_001_84_0.jpg,1
2/4833_001_120_0.jpg,2/4807_001_120_0.jpg,1
2/13533_001_157_0.jpg,2/20516_001_32_0.jpg,1
2_augmented/6482_001_127_1.jpg,2/6482_001_127_1.jpg,0
2/8140_001_134_1.jpg,2/8121_001_134_1.jpg,1
2/309_001_101_0.jpg,2/11144_001_147_1.jpg,1
2/17734_001_20_1.jpg,2/27413_001_60_0.jpg,1
2_augmented/3837_001_116_0.jpg,2/3837_001_116_0.jpg,0
2/17320_001_19_0.jpg,2/25239_001_51_0.jpg,0
2/25837_001_54_0.jpg,2/30356_001_72_0.jpg,1
2_augmented/14654_001_161_1.jpg,2/14654_001_161_1.jpg,0
2/14136_001_159_1.jpg,2/36798_001_9_1.jpg,0
2/13032_001_154_1.jpg,2/24353_001_48_0.jpg,1
2_augmented/28919_001_66_1.jpg,2/28919_001_66_1.jpg,0
2/7660_001_132_0.jpg,2/7633_001_132_0.jpg,1
2_augmented/34454_001_89_1.jpg,2/34454_001_89_1.jpg,0
2/22731_001_41_0.jpg,2/22779_001_41_0.jpg,1
2/11650_001_149_1.jpg,2/11587_001_149_1.jpg,1
2/4374_001_118_1.jpg,2/24757_001_4_0.jpg,1
2_augmented/29921_001_70_0.jpg,2/29921_001_70_0.jpg,0
2_augmented/940_001_104_0.jpg,2/940_001_104_0.jpg,0
2/30234_001_71_1.jpg,2/30257_001_71_1.jpg,1
2_augmented/29879_001_70_0.jpg,2/29879_001_70_0.jpg,0
2/27585_001_61_0.jpg,2/18237_001_22_1.jpg,1
2/26916_001_59_0.jpg,2/26907_001_59_0.jpg,1
2/19214_001_27_0.jpg,2/10216_001_143_0.jpg,0
2/5312_001_122_0.jpg,2/6310_001_127_0.jpg,1
2/31346_001_76_1.jpg,2/5226_001_122_0.jpg,1
2/15813_001_167_1.jpg,2/25656_001_53_0.jpg,1
2_augmented/25250_001_51_0.jpg,2/25250_001_51_0.jpg,0
2/13779_001_158_0.jpg,2/13826_001_158_0.jpg,1
2_augmented/23587_001_44_1.jpg,2/23587_001_44_1.jpg,0
2/24874_001_4_1.jpg,2/35768_001_95_1.jpg,1
2/19339_001_27_1.jpg,2/35814_001_95_1.jpg,0
2/9080_001_139_0.jpg,2/9089_001_139_0.jpg,1
2/17173_001_18_1.jpg,2/17125_001_18_1.jpg,1
2/16112_001_169_0.jpg,2/27748_001_61_1.jpg,0
2/18659_001_24_1.jpg,2/18640_001_24_1.jpg,1
2/18038_001_21_1.jpg,2/20840_001_33_1.jpg,1
2_augmented/27012_001_59_0.jpg,2/27012_001_59_0.jpg,0
2_augmented/26911_001_59_0.jpg,2/26911_001_59_0.jpg,0
2/13178_001_155_1.jpg,2/3886_001_116_1.jpg,0
2_augmented/31220_001_76_0.jpg,2/31220_001_76_0.jpg,0
2_augmented/32141_001_7_0.jpg,2/32141_001_7_0.jpg,0
2/24483_001_48_1.jpg,2/28160_001_63_1.jpg,1
2/29156_001_67_1.jpg,2/31029_001_75_0.jpg,0
2/27707_001_61_1.jpg,2/24695_001_49_1.jpg,0
2/3866_001_116_0.jpg,2/12662_001_153_0.jpg,1
2/255_001_100_1.jpg,2/3338_001_114_0.jpg,1
2_augmented/2649_001_110_1.jpg,2/2649_001_110_1.jpg,0
2/9528_001_140_0.jpg,2/29753_001_6_1.jpg,1
2/23601_001_45_0.jpg,2/10610_001_145_0.jpg,0
2/11088_001_147_0.jpg,2/11080_001_147_0.jpg,1
2_augmented/12016_001_150_1.jpg,2/12016_001_150_1.jpg,0
2/36024_001_96_1.jpg,2/36034_001_96_1.jpg,1
2/11458_001_149_0.jpg,2/17061_001_18_0.jpg,1
2/19859_001_2_0.jpg,2/19916_001_2_0.jpg,1
2/8804_001_137_1.jpg,2/13501_001_156_1.jpg,1
2/19434_001_28_0.jpg,2/35884_001_96_0.jpg,0
2/18043_001_21_1.jpg,2/24339_001_48_0.jpg,1
2_augmented/5869_001_125_0.jpg,2/5869_001_125_0.jpg,0
2_augmented/7959_001_133_1.jpg,2/7959_001_133_1.jpg,0
2/24474_001_48_1.jpg,2/24442_001_48_1.jpg,1
2_augmented/21526_001_36_1.jpg,2/21526_001_36_1.jpg,0
2/22479_001_40_0.jpg,2/20765_001_33_0.jpg,0
2_augmented/21502_001_36_0.jpg,2/21502_001_36_0.jpg,0
2/9167_001_139_1.jpg,2/22710_001_41_0.jpg,0
2/14583_001_161_0.jpg,2/33822_001_86_1.jpg,1
2/29175_001_67_1.jpg,2/30757_001_74_0.jpg,1
2/3051_001_112_1.jpg,2/23969_001_46_1.jpg,1
2/28983_001_67_0.jpg,2/4172_001_117_1.jpg,0
2/2300_001_10_0.jpg,2/22996_001_42_0.jpg,0
2/5513_001_123_0.jpg,2/5471_001_123_0.jpg,1
2/23082_001_42_1.jpg,2/24572_001_49_0.jpg,1
2/9541_001_140_0.jpg,2/9487_001_140_0.jpg,1
2_augmented/24047_001_46_1.jpg,2/24047_001_46_1.jpg,0
2/11793_001_14_1.jpg,2/653_001_102_1.jpg,1
2/4152_001_117_1.jpg,2/26537_001_57_0.jpg,1
2_augmented/17610_001_1_1.jpg,2/17610_001_1_1.jpg,0
2/7135_001_12_1.jpg,2/36764_001_9_0.jpg,0
2_augmented/16029_001_168_1.jpg,2/16029_001_168_1.jpg,0
2_augmented/25061_001_50_1.jpg,2/25061_001_50_1.jpg,0
2/4191_001_118_0.jpg,2/20987_001_34_0.jpg,1
2_augmented/3829_001_116_0.jpg,2/3829_001_116_0.jpg,0
2/13494_001_156_1.jpg,2/897_001_103_1.jpg,1
2/8483_001_136_0.jpg,2/8023_001_134_0.jpg,1
2/13970_001_159_0.jpg,2/34809_001_90_0.jpg,1
2/11936_001_150_0.jpg,2/1934_001_108_1.jpg,1
2/8597_001_136_1.jpg,2/10132_001_142_1.jpg,0
2/4784_001_11_1.jpg,2/4710_001_11_1.jpg,1
2/32534_001_81_0.jpg,2/7204_001_130_0.jpg,1
2/32100_001_7_0.jpg,2/32067_001_7_0.jpg,1
2_augmented/18044_001_21_1.jpg,2/18044_001_21_1.jpg,0
2_augmented/6640_001_128_1.jpg,2/6640_001_128_1.jpg,0
2_augmented/5227_001_122_0.jpg,2/5227_001_122_0.jpg,0
2/23986_001_46_1.jpg,2/31769_001_78_1.jpg,0
2/18663_001_24_1.jpg,2/19193_001_27_0.jpg,1
2_augmented/15655_001_166_1.jpg,2/15655_001_166_1.jpg,0
2_augmented/35682_001_95_0.jpg,2/35682_001_95_0.jpg,0
2/593_001_102_0.jpg,2/3850_001_116_0.jpg,1
2/15372_001_165_0.jpg,2/15327_001_165_0.jpg,1
2_augmented/33692_001_86_0.jpg,2/33692_001_86_0.jpg,0
2/8718_001_137_1.jpg,2/7388_001_131_0.jpg,0
2_augmented/710_001_102_1.jpg,2/710_001_102_1.jpg,0
2/3415_001_114_0.jpg,2/3379_001_114_0.jpg,1
2/21098_001_34_1.jpg,2/22976_001_42_0.jpg,0
2/15037_001_163_0.jpg,2/16555_001_170_0.jpg,0
2_augmented/36043_001_96_1.jpg,2/36043_001_96_1.jpg,0
2/2086_001_109_0.jpg,2/16153_001_169_0.jpg,1
2/27526_001_60_1.jpg,2/16793_001_17_0.jpg,1
2_augmented/2441_001_10_1.jpg,2/2441_001_10_1.jpg,0
2/17785_001_20_1.jpg,2/29995_001_70_1.jpg,1
2_augmented/15941_001_168_0.jpg,2/15941_001_168_0.jpg,0
2/7296_001_130_1.jpg,2/7959_001_133_1.jpg,0
2_augmented/193_001_100_1.jpg,2/193_001_100_1.jpg,0
2/1208_001_105_0.jpg,2/7158_001_12_1.jpg,1
2/8995_001_138_1.jpg,2/23539_001_44_1.jpg,1
2/15054_001_163_0.jpg,2/20344_001_31_0.jpg,0
2_augmented/28804_001_66_0.jpg,2/28804_001_66_0.jpg,0
2/34102_001_88_0.jpg,2/36177_001_97_1.jpg,1
2_augmented/8214_001_135_0.jpg,2/8214_001_135_0.jpg,0
2/18518_001_24_0.jpg,2/10255_001_143_0.jpg,1
2/11961_001_150_0.jpg,2/29165_001_67_1.jpg,1
2/3378_001_114_0.jpg,2/12475_001_152_0.jpg,0
2_augmented/28541_001_65_0.jpg,2/28541_001_65_0.jpg,0
2/9577_001_140_0.jpg,2/34631_001_8_0.jpg,0
2/21030_001_34_0.jpg,2/30811_001_74_0.jpg,0
2_augmented/7285_001_130_1.jpg,2/7285_001_130_1.jpg,0
2/35622_001_94_1.jpg,2/27600_001_61_0.jpg,1
2_augmented/1365_001_106_0.jpg,2/1365_001_106_0.jpg,0
2/8334_001_135_1.jpg,2/5032_001_121_0.jpg,0
2/33858_001_87_0.jpg,2/4384_001_119_0.jpg,1
2/11204_001_147_1.jpg,2/11160_001_147_1.jpg,1
2_augmented/2464_001_10_1.jpg,2/2464_001_10_1.jpg,0
2/2972_001_112_0.jpg,2/36728_001_9_0.jpg,0
2_augmented/10012_001_142_0.jpg,2/10012_001_142_0.jpg,0
2/24107_001_47_0.jpg,2/3706_001_115_1.jpg,1
2/10700_001_145_1.jpg,2/35139_001_91_1.jpg,1
2/6934_001_129_1.jpg,2/10631_001_145_0.jpg,0
2_augmented/18008_001_21_1.jpg,2/18008_001_21_1.jpg,0
2/29298_001_68_1.jpg,2/29362_001_68_1.jpg,1
2_augmented/14109_001_159_1.jpg,2/14109_001_159_1.jpg,0
2_augmented/32073_001_7_0.jpg,2/32073_001_7_0.jpg,0
2/11548_001_149_0.jpg,2/22916_001_41_1.jpg,1
2/9297_001_13_0.jpg,2/15053_001_163_0.jpg,0
2/13623_001_157_0.jpg,2/35508_001_93_1.jpg,1
2/10706_001_145_1.jpg,2/10763_001_145_1.jpg,1
2/14728_001_161_1.jpg,2/35473_001_93_1.jpg,0
2_augmented/18058_001_22_0.jpg,2/18058_001_22_0.jpg,0
2/17775_001_20_1.jpg,2/10294_001_143_1.jpg,0
2/28345_001_64_0.jpg,2/28369_001_64_0.jpg,1
2/7378_001_131_0.jpg,2/7438_001_131_0.jpg,1
2_augmented/12967_001_154_1.jpg,2/12967_001_154_1.jpg,0
2/26154_001_55_1.jpg,2/28728_001_65_1.jpg,1
2_augmented/19676_001_29_0.jpg,2/19676_001_29_0.jpg,0
2/14513_001_160_1.jpg,2/14522_001_160_1.jpg,1
2_augmented/31726_001_78_0.jpg,2/31726_001_78_0.jpg,0
2/35086_001_91_1.jpg,2/28989_001_67_0.jpg,0
2/6715_001_128_1.jpg,2/21688_001_37_0.jpg,0
2/14128_001_159_1.jpg,2/28924_001_66_1.jpg,0
2/18334_001_23_0.jpg,2/31525_001_77_1.jpg,0
2_augmented/35301_001_92_1.jpg,2/35301_001_92_1.jpg,0
2/20763_001_33_0.jpg,2/4929_001_120_1.jpg,1
2/12401_001_152_0.jpg,2/35840_001_95_1.jpg,1
2/15274_001_164_1.jpg,2/31165_001_75_1.jpg,1
2_augmented/28646_001_65_1.jpg,2/28646_001_65_1.jpg,0
2/20647_001_32_1.jpg,2/21654_001_37_0.jpg,1
2/9037_001_139_0.jpg,2/10087_001_142_1.jpg,0
2/16342_001_16_0.jpg,2/22744_001_41_0.jpg,0
2_augmented/26898_001_59_0.jpg,2/26898_001_59_0.jpg,0
2_augmented/27513_001_60_1.jpg,2/27513_001_60_1.jpg,0
2/36628_001_99_1.jpg,2/23864_001_46_0.jpg,1
2/18635_001_24_1.jpg,2/2622_001_110_1.jpg,1
2/11350_001_148_1.jpg,2/25786_001_54_0.jpg,1
2/17987_001_21_1.jpg,2/18410_001_23_1.jpg,1
2_augmented/27414_001_60_0.jpg,2/27414_001_60_0.jpg,0
2_augmented/35954_001_96_1.jpg,2/35954_001_96_1.jpg,0
2_augmented/36575_001_99_1.jpg,2/36575_001_99_1.jpg,0
2_augmented/32493_001_80_1.jpg,2/32493_001_80_1.jpg,0
2/18562_001_24_0.jpg,2/18542_001_24_0.jpg,1
2_augmented/32919_001_82_1.jpg,2/32919_001_82_1.jpg,0
2/6939_001_129_1.jpg,2/14295_001_15_1.jpg,1
2/30251_001_71_1.jpg,2/5441_001_123_0.jpg,0
2/4582_001_119_1.jpg,2/4532_001_119_1.jpg,1
2_augmented/15048_001_163_0.jpg,2/15048_001_163_0.jpg,0
2/25322_001_52_0.jpg,2/25852_001_54_0.jpg,1
2/30232_001_71_1.jpg,2/30237_001_71_1.jpg,1
2_augmented/8556_001_136_1.jpg,2/8556_001_136_1.jpg,0
2/33238_001_84_0.jpg,2/33267_001_84_0.jpg,1
2/4005_001_117_0.jpg,2/15593_001_166_0.jpg,0
2/23798_001_45_1.jpg,2/18266_001_22_1.jpg,1
2/24702_001_49_1.jpg,2/33543_001_85_1.jpg,0
2/7465_001_131_0.jpg,2/24299_001_48_0.jpg,1
2/19687_001_29_0.jpg,2/19735_001_29_0.jpg,1
2/29949_001_70_0.jpg,2/6054_001_125_1.jpg,1
2/9666_001_140_1.jpg,2/8551_001_136_1.jpg,1
2_augmented/27554_001_60_1.jpg,2/27554_001_60_1.jpg,0
2/28308_001_64_0.jpg,2/28332_001_64_0.jpg,1
2/1647_001_107_0.jpg,2/1618_001_107_0.jpg,1
2/8642_001_137_0.jpg,2/15981_001_168_0.jpg,0
2/2703_001_111_0.jpg,2/26399_001_56_1.jpg,0
2/27014_001_59_0.jpg,2/8533_001_136_1.jpg,1
2_augmented/4416_001_119_0.jpg,2/4416_001_119_0.jpg,0
2/25124_001_50_1.jpg,2/32529_001_81_0.jpg,0
2_augmented/33070_001_83_0.jpg,2/33070_001_83_0.jpg,0
2/987_001_104_0.jpg,2/34170_001_88_0.jpg,1
2_augmented/15233_001_164_0.jpg,2/15233_001_164_0.jpg,0
2/1009_001_104_0.jpg,2/34940_001_90_1.jpg,1
2_augmented/18405_001_23_1.jpg,2/18405_001_23_1.jpg,0
2/31623_001_78_0.jpg,2/32273_001_7_1.jpg,0
2/15641_001_166_1.jpg,2/20990_001_34_0.jpg,1
2_augmented/27273_001_5_1.jpg,2/27273_001_5_1.jpg,0
2/13115_001_155_0.jpg,2/13071_001_155_0.jpg,1
2/23137_001_42_1.jpg,2/23085_001_42_1.jpg,1
2/6434_001_127_1.jpg,2/27307_001_5_1.jpg,0
2/12639_001_153_0.jpg,2/14572_001_161_0.jpg,0
2_augmented/24771_001_4_0.jpg,2/24771_001_4_0.jpg,0
2/3570_001_115_0.jpg,2/32664_001_81_1.jpg,0
2_augmented/17419_001_19_1.jpg,2/17419_001_19_1.jpg,0
2/1423_001_106_0.jpg,2/28684_001_65_1.jpg,1
2/21497_001_36_0.jpg,2/11047_001_147_0.jpg,0
2/15826_001_167_1.jpg,2/26309_001_56_0.jpg,1
2_augmented/10086_001_142_1.jpg,2/10086_001_142_1.jpg,0
2/21460_001_36_0.jpg,2/31694_001_78_0.jpg,0
2_augmented/22878_001_41_1.jpg,2/22878_001_41_1.jpg,0
2/12702_001_153_0.jpg,2/19066_001_26_1.jpg,1
2_augmented/13615_001_157_0.jpg,2/13615_001_157_0.jpg,0
2/8958_001_138_1.jpg,2/8939_001_138_1.jpg,1
2/19687_001_29_0.jpg,2/19631_001_29_0.jpg,1
2/19202_001_27_0.jpg,2/26907_001_59_0.jpg,1
2/543_001_102_0.jpg,2/36029_001_96_1.jpg,1
2/23716_001_45_1.jpg,2/23991_001_46_1.jpg,1
2/24749_001_4_0.jpg,2/5135_001_121_1.jpg,0
2/28345_001_64_0.jpg,2/28273_001_64_0.jpg,1
2/5742_001_124_0.jpg,2/22289_001_3_0.jpg,0
2/9055_001_139_0.jpg,2/33112_001_83_1.jpg,0
2/10558_001_144_1.jpg,2/8684_001_137_0.jpg,0
2/19726_001_29_0.jpg,2/19718_001_29_0.jpg,1
2/19259_001_27_0.jpg,2/26044_001_55_0.jpg,1
2/16011_001_168_1.jpg,2/33254_001_84_0.jpg,0
2/34367_001_89_0.jpg,2/4589_001_119_1.jpg,0
2/248_001_100_1.jpg,2/216_001_100_1.jpg,1
2_augmented/10940_001_146_1.jpg,2/10940_001_146_1.jpg,0
2/14260_001_15_1.jpg,2/34434_001_89_1.jpg,1
2/7675_001_132_0.jpg,2/28426_001_64_1.jpg,1
2/10010_001_142_0.jpg,2/30086_001_71_0.jpg,1
2_augmented/17912_001_21_0.jpg,2/17912_001_21_0.jpg,0
2/26385_001_56_1.jpg,2/36769_001_9_0.jpg,1
2/12906_001_154_0.jpg,2/35545_001_93_1.jpg,1
2_augmented/24517_001_49_0.jpg,2/24517_001_49_0.jpg,0
2/23572_001_44_1.jpg,2/13406_001_156_0.jpg,1
2_augmented/12139_001_150_1.jpg,2/12139_001_150_1.jpg,0
2/19354_001_27_1.jpg,2/19322_001_27_1.jpg,1
2_augmented/35767_001_95_1.jpg,2/35767_001_95_1.jpg,0
2/2766_001_111_0.jpg,2/23209_001_43_0.jpg,1
2_augmented/34210_001_88_1.jpg,2/34210_001_88_1.jpg,0
2_augmented/29439_001_69_0.jpg,2/29439_001_69_0.jpg,0
2/8385_001_135_1.jpg,2/34402_001_89_0.jpg,0
2_augmented/24705_001_49_1.jpg,2/24705_001_49_1.jpg,0
2/28725_001_65_1.jpg,2/28576_001_65_0.jpg,1
2/10426_001_144_0.jpg,2/24663_001_49_1.jpg,0
2/7297_001_130_1.jpg,2/25758_001_53_1.jpg,1
2/26414_001_56_1.jpg,2/25307_001_51_1.jpg,0
2_augmented/24722_001_49_1.jpg,2/24722_001_49_1.jpg,0
2/11626_001_149_1.jpg,2/34395_001_89_0.jpg,1
